player_name,team_abbr,position,position_family,overall,trait_grade,trait_delta_vs_madden,performance_grade,performance_weight,macabets_rating,final_delta_vs_madden,rating_source
Tyrus Wheat,DAL,EDGE,DL,65.0,66.22,1.2199999999999989,,0.0,66.22,1.2199999999999989,Madden 27 baseline
Jordan Jackson,DEN,DT,DL,65.0,66.73,1.730000000000004,,0.0,66.73,1.730000000000004,Madden 27 baseline
Skyler Gill-Howard,DET,DT,DL,65.0,67.32,2.319999999999993,,0.0,67.32,2.319999999999993,Madden 27 baseline
Naquan Jones,HOU,DT,DL,65.0,66.77,1.769999999999996,,0.0,66.77,1.769999999999996,Madden 27 baseline
Tommy Akingbesote,JAX,DT,DL,65.0,67.09,2.0900000000000034,,0.0,67.09,2.0900000000000034,Madden 27 baseline
Danny Striggow,JAX,EDGE,DL,65.0,66.9,1.9000000000000057,,0.0,66.9,1.9000000000000057,Madden 27 baseline
Bryan Thomas Jr.,JAX,EDGE,DL,65.0,66.79,1.7900000000000063,,0.0,66.79,1.7900000000000063,Madden 27 baseline
Matt Dickerson,JAX,DT,DL,65.0,66.52,1.519999999999996,,0.0,66.52,1.519999999999996,Madden 27 baseline
Cole Brevard,KC,DT,DL,65.0,67.0,2.0,,0.0,67.0,2.0,Madden 27 baseline
Tyreke Smith,KC,EDGE,DL,65.0,66.98,1.980000000000004,,0.0,66.98,1.980000000000004,Madden 27 baseline
Desjuan Johnson,LA,EDGE,DL,65.0,67.38,2.3799999999999955,,0.0,67.38,2.3799999999999955,Madden 27 baseline
Payton Zdroik,LA,DT,DL,65.0,66.97,1.9699999999999989,,0.0,66.97,1.9699999999999989,Madden 27 baseline
Terry Webb,LAC,DT,DL,65.0,66.52,1.519999999999996,,0.0,66.52,1.519999999999996,Madden 27 baseline
Brandon Cleveland,LV,DT,DL,65.0,66.66,1.6599999999999966,,0.0,66.66,1.6599999999999966,Madden 27 baseline
Patrick Johnson,LV,EDGE,DL,65.0,66.46,1.4599999999999937,,0.0,66.46,1.4599999999999937,Madden 27 baseline
Zeek Biggers,MIA,DT,DL,65.0,67.05,2.049999999999997,,0.0,67.05,2.049999999999997,Madden 27 baseline
Isaiahh Loudermilk,MIN,DT,DL,65.0,66.93,1.9300000000000068,,0.0,66.93,1.9300000000000068,Madden 27 baseline
Eric Johnson II,MIN,DT,DL,65.0,66.62,1.6200000000000045,,0.0,66.62,1.6200000000000045,Madden 27 baseline
Taki Taimani,MIN,DT,DL,65.0,66.34,1.3400000000000034,,0.0,66.34,1.3400000000000034,Madden 27 baseline
Chaz Chambliss,MIN,EDGE,DL,65.0,66.09,1.0900000000000034,,0.0,66.09,1.0900000000000034,Madden 27 baseline
Leonard Taylor III,NE,DT,DL,65.0,67.67,2.6700000000000017,,0.0,67.67,2.6700000000000017,Madden 27 baseline
Kingsley Jonathan,NYJ,EDGE,DL,65.0,66.57,1.5699999999999932,,0.0,66.57,1.5699999999999932,Madden 27 baseline
Esezi Otomewo,PIT,DT,DL,65.0,66.63,1.6299999999999955,,0.0,66.63,1.6299999999999955,Madden 27 baseline
Truman Jones,TEN,EDGE,DL,65.0,66.72,1.7199999999999989,,0.0,66.72,1.7199999999999989,Madden 27 baseline
Timmy Horne,TEN,DT,DL,65.0,66.39,1.3900000000000006,,0.0,66.39,1.3900000000000006,Madden 27 baseline
Chris Williams,ATL,DT,DL,64.0,65.82,1.8199999999999932,,0.0,65.82,1.8199999999999932,Madden 27 baseline
Kaimon Rucker,BAL,EDGE,DL,64.0,66.2,2.200000000000003,,0.0,66.2,2.200000000000003,Madden 27 baseline
Jared Harrison-Hunte,CAR,DT,DL,64.0,65.79,1.7900000000000063,,0.0,65.79,1.7900000000000063,Madden 27 baseline
Isaiah Land,DAL,EDGE,DL,64.0,65.1,1.0999999999999943,,0.0,65.1,1.0999999999999943,Madden 27 baseline
BJ Green II,JAX,EDGE,DL,64.0,65.91,1.9099999999999966,,0.0,65.91,1.9099999999999966,Madden 27 baseline
Darryl Peterson III,LA,EDGE,DL,64.0,66.24,2.239999999999995,,0.0,66.24,2.239999999999995,Madden 27 baseline
Eric Gregory,NE,DT,DL,64.0,65.94,1.9399999999999977,,0.0,65.94,1.9399999999999977,Madden 27 baseline
Casey Rogers,NE,DT,DL,64.0,65.53,1.5300000000000011,,0.0,65.53,1.5300000000000011,Madden 27 baseline
Jack Heflin,NYJ,DT,DL,64.0,65.26,1.2600000000000051,,0.0,65.26,1.2600000000000051,Madden 27 baseline
Gabe Hall,PHI,DT,DL,64.0,65.87,1.8700000000000045,,0.0,65.87,1.8700000000000045,Madden 27 baseline
Jacoby Windmon,PIT,EDGE,DL,64.0,65.74,1.7399999999999949,,0.0,65.74,1.7399999999999949,Madden 27 baseline
Deven Eastern,SEA,DT,DL,64.0,66.6,2.5999999999999943,,0.0,66.6,2.5999999999999943,Madden 27 baseline
Connor O'Toole,SEA,EDGE,DL,64.0,65.73,1.730000000000004,,0.0,65.73,1.730000000000004,Madden 27 baseline
Andre Jones Jr,BUF,EDGE,DL,63.0,64.93,1.9300000000000068,,0.0,64.93,1.9300000000000068,Madden 27 baseline
Jonathan Ford,GB,DT,DL,63.0,64.65,1.6500000000000057,,0.0,64.65,1.6500000000000057,Madden 27 baseline
Ethan Downs,KC,EDGE,DL,63.0,65.29,2.2900000000000063,,0.0,65.29,2.2900000000000063,Madden 27 baseline
Vincent Anthony Jr.,KC,EDGE,DL,63.0,65.0,2.0,,0.0,65.0,2.0,Madden 27 baseline
Tim Keenan III,LA,DT,DL,63.0,65.61,2.6099999999999994,,0.0,65.61,2.6099999999999994,Madden 27 baseline
Tomon Fox,LA,EDGE,DL,63.0,65.16,2.1599999999999966,,0.0,65.16,2.1599999999999966,Madden 27 baseline
Garmon Randolph,LAC,EDGE,DL,63.0,64.95,1.9500000000000028,,0.0,64.95,1.9500000000000028,Madden 27 baseline
Jahfari Harvey,LV,EDGE,DL,63.0,65.09,2.0900000000000034,,0.0,65.09,2.0900000000000034,Madden 27 baseline
Treven Ma'ae,LV,DT,DL,63.0,64.78,1.7800000000000011,,0.0,64.78,1.7800000000000011,Madden 27 baseline
Robert Beal Jr,MIA,EDGE,DL,63.0,64.44,1.4399999999999977,,0.0,64.44,1.4399999999999977,Madden 27 baseline
Tyler Batty,MIN,EDGE,DL,63.0,65.31,2.3100000000000023,,0.0,65.31,2.3100000000000023,Madden 27 baseline
Smith Vilbert,MIN,DT,DL,63.0,64.89,1.8900000000000006,,0.0,64.89,1.8900000000000006,Madden 27 baseline
C.J. Okoye,NYG,DT,DL,63.0,65.13,2.1299999999999955,,0.0,65.13,2.1299999999999955,Madden 27 baseline
Brandon Pili,SEA,DT,DL,63.0,64.57,1.5699999999999932,,0.0,64.57,1.5699999999999932,Madden 27 baseline
Earnest Brown IV,TEN,EDGE,DL,63.0,64.99,1.9899999999999949,,0.0,64.99,1.9899999999999949,Madden 27 baseline
Eku Leota,ARI,EDGE,DL,62.0,63.91,1.9099999999999966,,0.0,63.91,1.9099999999999966,Madden 27 baseline
Arron Mosby,GB,EDGE,DL,62.0,64.29,2.2900000000000063,,0.0,64.29,2.2900000000000063,Madden 27 baseline
Solomon Byrd,HOU,EDGE,DL,62.0,64.25,2.25,,0.0,64.25,2.25,Madden 27 baseline
Keir Thomas II,LA,EDGE,DL,62.0,63.78,1.7800000000000011,,0.0,63.78,1.7800000000000011,Madden 27 baseline
TeRah Edwards,LAC,DT,DL,62.0,64.26,2.260000000000005,,0.0,64.26,2.260000000000005,Madden 27 baseline
Jacobian Guillory,LAC,DT,DL,62.0,64.23,2.230000000000004,,0.0,64.23,2.230000000000004,Madden 27 baseline
Gary Smith III,LV,DT,DL,62.0,64.23,2.230000000000004,,0.0,64.23,2.230000000000004,Madden 27 baseline
Elijah Williams,MIN,DT,DL,62.0,64.1,2.0999999999999943,,0.0,64.1,2.0999999999999943,Madden 27 baseline
Howard Cross III,CIN,DT,DL,61.0,63.15,2.1499999999999986,,0.0,63.15,2.1499999999999986,Madden 27 baseline
Sam Kamara,CLE,DT,DL,61.0,63.58,2.5799999999999983,,0.0,63.58,2.5799999999999983,Madden 27 baseline
Benton Whitley,CLE,EDGE,DL,60.0,62.32,2.3200000000000003,,0.0,62.32,2.3200000000000003,Madden 27 baseline
Uar Bernard,PHI,DT,DL,59.0,60.29,1.2899999999999991,,0.0,60.29,1.2899999999999991,Madden 27 baseline
Jared Ivey,SEA,EDGE,DL,59.0,62.0,3.0,,0.0,62.0,3.0,Madden 27 baseline
Travis Clayton,BUF,DT,DL,57.0,59.38,2.3800000000000026,,0.0,59.38,2.3800000000000026,Madden 27 baseline
Fred Warner,SF,LB,LB,97.0,95.08,-1.9200000000000017,,0.0,95.08,-1.9200000000000017,Madden 27 baseline
Roquan Smith,BAL,LB,LB,93.0,91.28,-1.7199999999999989,,0.0,91.28,-1.7199999999999989,Madden 27 baseline
Zack Baun,PHI,LB,LB,92.0,90.87,-1.1299999999999955,,0.0,90.87,-1.1299999999999955,Madden 27 baseline
Demario Davis,NYJ,LB,LB,90.0,88.91,-1.0900000000000034,,0.0,88.91,-1.0900000000000034,Madden 27 baseline
Drue Tranquill,KC,LB,LB,89.0,88.17,-0.8299999999999983,,0.0,88.17,-0.8299999999999983,Madden 27 baseline
Devin Lloyd,CAR,LB,LB,87.0,86.28,-0.7199999999999989,,0.0,86.28,-0.7199999999999989,Madden 27 baseline
Jack Campbell,DET,LB,LB,87.0,86.11,-0.8900000000000006,,0.0,86.11,-0.8900000000000006,Madden 27 baseline
Dre Greenlaw,SF,LB,LB,87.0,86.6,-0.4000000000000057,,0.0,86.6,-0.4000000000000057,Madden 27 baseline
Devin Bush,CHI,LB,LB,86.0,85.58,-0.4200000000000017,,0.0,85.58,-0.4200000000000017,Madden 27 baseline
Foyesade Oluokun,JAX,LB,LB,86.0,85.48,-0.519999999999996,,0.0,85.48,-0.519999999999996,Madden 27 baseline
Nate Landman,LA,LB,LB,86.0,85.48,-0.519999999999996,,0.0,85.48,-0.519999999999996,Madden 27 baseline
Alex Singleton,DEN,LB,LB,85.0,84.46,-0.5400000000000063,,0.0,84.46,-0.5400000000000063,Madden 27 baseline
Robert Spillane,NE,LB,LB,85.0,84.89,-0.10999999999999943,,0.0,84.89,-0.10999999999999943,Madden 27 baseline
Jordyn Brooks,MIA,LB,LB,84.0,83.19,-0.8100000000000023,,0.0,83.19,-0.8100000000000023,Madden 27 baseline
Ernest Jones IV,SEA,LB,LB,84.0,83.54,-0.45999999999999375,,0.0,83.54,-0.45999999999999375,Madden 27 baseline
Leo Chenal,WAS,LB,LB,84.0,83.08,-0.9200000000000017,,0.0,83.08,-0.9200000000000017,Madden 27 baseline
Carson Schwesinger,CLE,LB,LB,83.0,82.73,-0.269999999999996,,0.0,82.73,-0.269999999999996,Madden 27 baseline
Jeremiah Owusu-Koramoah,CLE,LB,LB,83.0,82.71,-0.29000000000000625,,0.0,82.71,-0.29000000000000625,Madden 27 baseline
Azeez Al-Shaair,HOU,LB,LB,83.0,82.84,-0.1599999999999966,,0.0,82.84,-0.1599999999999966,Madden 27 baseline
Kaden Elliss,NO,LB,LB,83.0,82.94,-0.060000000000002274,,0.0,82.94,-0.060000000000002274,Madden 27 baseline
Tremaine Edmunds,NYG,LB,LB,83.0,82.7,-0.29999999999999716,,0.0,82.7,-0.29999999999999716,Madden 27 baseline
Terrel Bernard,BUF,LB,LB,82.0,82.13,0.12999999999999545,,0.0,82.13,0.12999999999999545,Madden 27 baseline
Daiyan Henley,LAC,LB,LB,82.0,82.13,0.12999999999999545,,0.0,82.13,0.12999999999999545,Madden 27 baseline
Divine Deablo,ATL,LB,LB,81.0,81.04,0.04000000000000625,,0.0,81.04,0.04000000000000625,Madden 27 baseline
T.J. Edwards,CHI,LB,LB,81.0,81.15,0.15000000000000568,,0.0,81.15,0.15000000000000568,Madden 27 baseline
Nick Bolton,KC,LB,LB,81.0,81.3,0.29999999999999716,,0.0,81.3,0.29999999999999716,Madden 27 baseline
Blake Cashman,MIN,LB,LB,81.0,80.94,-0.060000000000002274,,0.0,80.94,-0.060000000000002274,Madden 27 baseline
Alex Anzalone,TB,LB,LB,81.0,81.13,0.12999999999999545,,0.0,81.13,0.12999999999999545,Madden 27 baseline
Mack Wilson Sr,ARI,LB,LB,80.0,80.15,0.15000000000000568,,0.0,80.15,0.15000000000000568,Madden 27 baseline
Edgerrin Cooper,GB,LB,LB,80.0,80.09,0.09000000000000341,,0.0,80.09,0.09000000000000341,Madden 27 baseline
Quay Walker,LV,LB,LB,80.0,79.41,-0.5900000000000034,,0.0,79.41,-0.5900000000000034,Madden 27 baseline
Patrick Queen,PIT,LB,LB,80.0,79.96,-0.04000000000000625,,0.0,79.96,-0.04000000000000625,Madden 27 baseline
Quincy Williams,CLE,LB,LB,79.0,79.42,0.4200000000000017,,0.0,79.42,0.4200000000000017,Madden 27 baseline
Zaire Franklin,GB,LB,LB,79.0,78.82,-0.18000000000000682,,0.0,78.82,-0.18000000000000682,Madden 27 baseline
Arvell Reese,NYG,LB,LB,79.0,78.64,-0.35999999999999943,,0.0,78.64,-0.35999999999999943,Madden 27 baseline
Jihaad Campbell,PHI,LB,LB,79.0,79.06,0.060000000000002274,,0.0,79.06,0.060000000000002274,Madden 27 baseline
Frankie Luvu,WAS,LB,LB,79.0,78.87,-0.12999999999999545,,0.0,78.87,-0.12999999999999545,Madden 27 baseline
Trenton Simpson,BAL,LB,LB,78.0,77.9,-0.09999999999999432,,0.0,77.9,-0.09999999999999432,Madden 27 baseline
Isaiah McDuffie,GB,LB,LB,78.0,78.5,0.5,,0.0,78.5,0.5,Madden 27 baseline
Omar Speights,LA,LB,LB,78.0,78.35,0.3499999999999943,,0.0,78.35,0.3499999999999943,Madden 27 baseline
Nakobe Dean,LV,LB,LB,78.0,78.45,0.45000000000000284,,0.0,78.45,0.45000000000000284,Madden 27 baseline
Cedric Gray,TEN,LB,LB,78.0,78.55,0.5499999999999972,,0.0,78.55,0.5499999999999972,Madden 27 baseline
Cody Barton,TEN,LB,LB,78.0,78.19,0.18999999999999773,,0.0,78.19,0.18999999999999773,Madden 27 baseline
Sonny Styles,WAS,LB,LB,78.0,78.37,0.37000000000000455,,0.0,78.37,0.37000000000000455,Madden 27 baseline
DeMarvion Overshown,DAL,LB,LB,77.0,77.72,0.7199999999999989,,0.0,77.72,0.7199999999999989,Madden 27 baseline
Dee Winters,DAL,LB,LB,77.0,77.47,0.46999999999999886,,0.0,77.47,0.46999999999999886,Madden 27 baseline
Tyrel Dodson,MIA,LB,LB,77.0,77.52,0.519999999999996,,0.0,77.52,0.519999999999996,Madden 27 baseline
Eric Wilson,MIN,LB,LB,77.0,77.28,0.28000000000000114,,0.0,77.28,0.28000000000000114,Madden 27 baseline
Denzel Perryman,LAC,LB,LB,76.0,76.1,0.09999999999999432,,0.0,76.1,0.09999999999999432,Madden 27 baseline
Jacob Rodriguez,MIA,LB,LB,76.0,76.32,0.3199999999999932,,0.0,76.32,0.3199999999999932,Madden 27 baseline
Ivan Pace Jr,MIN,LB,LB,76.0,76.59,0.5900000000000034,,0.0,76.59,0.5900000000000034,Madden 27 baseline
Micah McFadden,NYG,LB,LB,76.0,76.47,0.46999999999999886,,0.0,76.47,0.46999999999999886,Madden 27 baseline
Jamien Sherwood,NYJ,LB,LB,76.0,76.97,0.9699999999999989,,0.0,76.97,0.9699999999999989,Madden 27 baseline
Teddye Buchanan,BAL,LB,LB,75.0,75.26,0.2600000000000051,,0.0,75.26,0.2600000000000051,Madden 27 baseline
Henry To'oTo'o,HOU,LB,LB,75.0,76.09,1.0900000000000034,,0.0,76.09,1.0900000000000034,Madden 27 baseline
E.J. Speed,HOU,LB,LB,75.0,75.21,0.20999999999999375,,0.0,75.21,0.20999999999999375,Madden 27 baseline
Pete Werner,NO,LB,LB,75.0,75.67,0.6700000000000017,,0.0,75.67,0.6700000000000017,Madden 27 baseline
Payton Wilson,PIT,LB,LB,75.0,75.65,0.6500000000000057,,0.0,75.65,0.6500000000000057,Madden 27 baseline
Cole Holcomb,PIT,LB,LB,75.0,75.61,0.6099999999999994,,0.0,75.61,0.6099999999999994,Madden 27 baseline
Drake Thomas,SEA,LB,LB,75.0,75.98,0.980000000000004,,0.0,75.98,0.980000000000004,Madden 27 baseline
Tyrice Knight,SEA,LB,LB,75.0,75.46,0.45999999999999375,,0.0,75.46,0.45999999999999375,Madden 27 baseline
Josiah Trotter,TB,LB,LB,75.0,75.19,0.18999999999999773,,0.0,75.19,0.18999999999999773,Madden 27 baseline
Dorian Williams,BUF,LB,LB,74.0,74.8,0.7999999999999972,,0.0,74.8,0.7999999999999972,Madden 27 baseline
Trevin Wallace,CAR,LB,LB,74.0,74.95,0.9500000000000028,,0.0,74.95,0.9500000000000028,Madden 27 baseline
Justin Strnad,DEN,LB,LB,74.0,74.91,0.9099999999999966,,0.0,74.91,0.9099999999999966,Madden 27 baseline
Derrick Barnes,DET,LB,LB,74.0,74.56,0.5600000000000023,,0.0,74.56,0.5600000000000023,Madden 27 baseline
Malcolm Rodriguez,DET,LB,LB,74.0,73.98,-0.01999999999999602,,0.0,73.98,-0.01999999999999602,Madden 27 baseline
CJ Allen,IND,LB,LB,74.0,74.63,0.6299999999999955,,0.0,74.63,0.6299999999999955,Madden 27 baseline
Dennis Gardeck,JAX,LB,LB,74.0,73.98,-0.01999999999999602,,0.0,73.98,-0.01999999999999602,Madden 27 baseline
Jake Golday,MIN,LB,LB,74.0,74.61,0.6099999999999994,,0.0,74.61,0.6099999999999994,Madden 27 baseline
Demetrius Knight Jr,CIN,LB,LB,73.0,73.76,0.7600000000000051,,0.0,73.76,0.7600000000000051,Madden 27 baseline
Jaishawn Barham,DAL,LB,LB,73.0,73.6,0.5999999999999943,,0.0,73.6,0.5999999999999943,Madden 27 baseline
Devin White,DET,LB,LB,73.0,73.51,0.5100000000000051,,0.0,73.51,0.5100000000000051,Madden 27 baseline
Christian Elliss,NE,LB,LB,73.0,73.63,0.6299999999999955,,0.0,73.63,0.6299999999999955,Madden 27 baseline
Malik Harrison,PIT,LB,LB,73.0,73.71,0.7099999999999937,,0.0,73.71,0.7099999999999937,Madden 27 baseline
Christian Rozeboom,TB,LB,LB,73.0,74.33,1.3299999999999983,,0.0,74.33,1.3299999999999983,Madden 27 baseline
Jack Gibbens,ARI,LB,LB,72.0,73.09,1.0900000000000034,,0.0,73.09,1.0900000000000034,Madden 27 baseline
Christian Harris,ATL,LB,LB,72.0,72.99,0.9899999999999949,,0.0,72.99,0.9899999999999949,Madden 27 baseline
Sione Takitaki,HOU,LB,LB,72.0,72.52,0.519999999999996,,0.0,72.52,0.519999999999996,Madden 27 baseline
Akeem Davis-Gaither,IND,LB,LB,72.0,72.96,0.9599999999999937,,0.0,72.96,0.9599999999999937,Madden 27 baseline
Willie Gay Jr,MIA,LB,LB,72.0,72.49,0.4899999999999949,,0.0,72.49,0.4899999999999949,Madden 27 baseline
Jamal Adams,MIN,LB,LB,72.0,73.07,1.0699999999999932,,0.0,73.07,1.0699999999999932,Madden 27 baseline
SirVocea Dennis,TB,LB,LB,72.0,73.12,1.1200000000000045,,0.0,73.12,1.1200000000000045,Madden 27 baseline
Anthony Hill Jr.,TEN,LB,LB,72.0,72.92,0.9200000000000017,,0.0,72.92,0.9200000000000017,Madden 27 baseline
Kaleb Elarms-Orr,BUF,LB,LB,71.0,71.86,0.8599999999999994,,0.0,71.86,0.8599999999999994,Madden 27 baseline
D'Marco Jackson,CHI,LB,LB,71.0,72.08,1.0799999999999983,,0.0,72.08,1.0799999999999983,Madden 27 baseline
Jack Sanborn,CHI,LB,LB,71.0,72.05,1.0499999999999972,,0.0,72.05,1.0499999999999972,Madden 27 baseline
Damone Clark,DET,LB,LB,71.0,72.11,1.1099999999999994,,0.0,72.11,1.1099999999999994,Madden 27 baseline
Troy Dye,LAC,LB,LB,71.0,72.19,1.1899999999999977,,0.0,72.19,1.1899999999999977,Madden 27 baseline
Junior Colson,LAC,LB,LB,71.0,71.97,0.9699999999999989,,0.0,71.97,0.9699999999999989,Madden 27 baseline
Ronnie Harrison Jr,MIA,LB,LB,71.0,71.87,0.8700000000000045,,0.0,71.87,0.8700000000000045,Madden 27 baseline
K.J. Britt,NE,LB,LB,71.0,72.17,1.1700000000000017,,0.0,72.17,1.1700000000000017,Madden 27 baseline
Nick Martin,SF,LB,LB,71.0,71.93,0.9300000000000068,,0.0,71.93,0.9300000000000068,Madden 27 baseline
Cody Simon,ARI,LB,LB,70.0,70.99,0.9899999999999949,,0.0,70.99,0.9899999999999949,Madden 27 baseline
Troy Andersen,ATL,LB,LB,70.0,71.11,1.1099999999999994,,0.0,71.11,1.1099999999999994,Madden 27 baseline
Jimmy Rolder,DET,LB,LB,70.0,71.06,1.0600000000000023,,0.0,71.06,1.0600000000000023,Madden 27 baseline
Marte Mapu,HOU,LB,LB,70.0,71.22,1.2199999999999989,,0.0,71.22,1.2199999999999989,Madden 27 baseline
Jaylon Carlies,IND,LB,LB,70.0,70.91,0.9099999999999966,,0.0,70.91,0.9099999999999966,Madden 27 baseline
Tommy Eichenberg,LV,LB,LB,70.0,70.62,0.6200000000000045,,0.0,70.62,0.6200000000000045,Madden 27 baseline
Danny Stutsman,NO,LB,LB,70.0,70.9,0.9000000000000057,,0.0,70.9,0.9000000000000057,Madden 27 baseline
Darius Muasau,NYG,LB,LB,70.0,71.39,1.3900000000000006,,0.0,71.39,1.3900000000000006,Madden 27 baseline
Mykal Walker,NYJ,LB,LB,70.0,71.22,1.2199999999999989,,0.0,71.22,1.2199999999999989,Madden 27 baseline
Tatum Bethune,SF,LB,LB,70.0,71.46,1.4599999999999937,,0.0,71.46,1.4599999999999937,Madden 27 baseline
Mohamoud Diabate,TEN,LB,LB,70.0,70.85,0.8499999999999943,,0.0,70.85,0.8499999999999943,Madden 27 baseline
Kendal Daniels,ATL,LB,LB,69.0,70.42,1.4200000000000017,,0.0,70.42,1.4200000000000017,Madden 27 baseline
JD Bertrand,ATL,LB,LB,69.0,70.31,1.3100000000000023,,0.0,70.31,1.3100000000000023,Madden 27 baseline
Joe Andreessen,BUF,LB,LB,69.0,69.94,0.9399999999999977,,0.0,69.94,0.9399999999999977,Madden 27 baseline
Claudin Cherelus,CAR,LB,LB,69.0,69.96,0.9599999999999937,,0.0,69.96,0.9599999999999937,Madden 27 baseline
Barrett Carter,CIN,LB,LB,69.0,70.31,1.3100000000000023,,0.0,70.31,1.3100000000000023,Madden 27 baseline
Oren Burks,CIN,LB,LB,69.0,70.27,1.269999999999996,,0.0,70.27,1.269999999999996,Madden 27 baseline
Shemar James,DAL,LB,LB,69.0,70.19,1.1899999999999977,,0.0,70.19,1.1899999999999977,Madden 27 baseline
Bryce Boettcher,IND,LB,LB,69.0,70.48,1.480000000000004,,0.0,70.48,1.480000000000004,Madden 27 baseline
Ventrell Miller,JAX,LB,LB,69.0,70.47,1.4699999999999989,,0.0,70.47,1.4699999999999989,Madden 27 baseline
Shaun Dolac,LA,LB,LB,69.0,69.99,0.9899999999999949,,0.0,69.99,0.9899999999999949,Madden 27 baseline
Kyle Louis,MIA,LB,LB,69.0,70.12,1.1200000000000045,,0.0,70.12,1.1200000000000045,Madden 27 baseline
Chad Muma,NE,LB,LB,69.0,70.2,1.2000000000000028,,0.0,70.2,1.2000000000000028,Madden 27 baseline
Smael Mondon Jr,PHI,LB,LB,69.0,70.14,1.1400000000000006,,0.0,70.14,1.1400000000000006,Madden 27 baseline
Jamin Davis,PIT,LB,LB,69.0,69.37,0.37000000000000455,,0.0,69.37,0.37000000000000455,Madden 27 baseline
Ruben Hyppolite II,CHI,LB,LB,68.0,69.39,1.3900000000000006,,0.0,69.39,1.3900000000000006,Madden 27 baseline
Noah Sewell,CHI,LB,LB,68.0,68.54,0.5400000000000063,,0.0,68.54,0.5400000000000063,Madden 27 baseline
Nathaniel Watson,CLE,LB,LB,68.0,69.32,1.3199999999999932,,0.0,69.32,1.3199999999999932,Madden 27 baseline
Troy Reeder,DET,LB,LB,68.0,69.22,1.2199999999999989,,0.0,69.22,1.2199999999999989,Madden 27 baseline
Wade Woodaz,HOU,LB,LB,68.0,69.5,1.5,,0.0,69.5,1.5,Madden 27 baseline
Chris Paul Jr,SEA,LB,LB,68.0,69.33,1.3299999999999983,,0.0,69.33,1.3299999999999983,Madden 27 baseline
Owen Pappoe,ARI,LB,LB,67.0,68.47,1.4699999999999989,,0.0,68.47,1.4699999999999989,Madden 27 baseline
Tony Fields II,CHI,LB,LB,67.0,69.04,2.0400000000000063,,0.0,69.04,2.0400000000000063,Madden 27 baseline
Justin Jefferson,CLE,LB,LB,67.0,68.56,1.5600000000000023,,0.0,68.56,1.5600000000000023,Madden 27 baseline
Justin Jefferson,CLE,LB,LB,67.0,68.56,1.5600000000000023,,0.0,68.56,1.5600000000000023,Madden 27 baseline
Winston Reid,CLE,LB,LB,67.0,67.73,0.730000000000004,,0.0,67.73,0.730000000000004,Madden 27 baseline
Joe Bachie,DET,LB,LB,67.0,68.09,1.0900000000000034,,0.0,68.09,1.0900000000000034,Madden 27 baseline
Jack Kiser,JAX,LB,LB,67.0,68.69,1.6899999999999977,,0.0,68.69,1.6899999999999977,Madden 27 baseline
Jeffrey Bassa,KC,LB,LB,67.0,68.7,1.7000000000000028,,0.0,68.7,1.7000000000000028,Madden 27 baseline
Namdi Obiazor,NE,LB,LB,67.0,68.06,1.0600000000000023,,0.0,68.06,1.0600000000000023,Madden 27 baseline
Jaylan Ford,NO,LB,LB,67.0,68.25,1.25,,0.0,68.25,1.25,Madden 27 baseline
Jeremiah Trotter Jr,PHI,LB,LB,67.0,68.91,1.9099999999999966,,0.0,68.91,1.9099999999999966,Madden 27 baseline
Jaden Dugger,SF,LB,LB,67.0,68.63,1.6299999999999955,,0.0,68.63,1.6299999999999955,Madden 27 baseline
James Williams Sr,TEN,LB,LB,67.0,68.26,1.2600000000000051,,0.0,68.26,1.2600000000000051,Madden 27 baseline
Jordan Magee,WAS,LB,LB,67.0,68.54,1.5400000000000063,,0.0,68.54,1.5400000000000063,Madden 27 baseline
Karson Sharar,ARI,LB,LB,66.0,67.6,1.5999999999999943,,0.0,67.6,1.5999999999999943,Madden 27 baseline
Channing Tindall,ATL,LB,LB,66.0,67.39,1.3900000000000006,,0.0,67.39,1.3900000000000006,Madden 27 baseline
Keyshaun Elliott,CHI,LB,LB,66.0,67.62,1.6200000000000045,,0.0,67.62,1.6200000000000045,Madden 27 baseline
Edefuan Ulofoshio,CLE,LB,LB,66.0,67.54,1.5400000000000063,,0.0,67.54,1.5400000000000063,Madden 27 baseline
Ty'Ron Hopper,GB,LB,LB,66.0,67.9,1.9000000000000057,,0.0,67.9,1.9000000000000057,Madden 27 baseline
Nick Niemann,GB,LB,LB,66.0,67.66,1.6599999999999966,,0.0,67.66,1.6599999999999966,Madden 27 baseline
Jamal Hill,HOU,LB,LB,66.0,67.62,1.6200000000000045,,0.0,67.62,1.6200000000000045,Madden 27 baseline
Austin Ajiake,IND,LB,LB,66.0,67.42,1.4200000000000017,,0.0,67.42,1.4200000000000017,Madden 27 baseline
Parker Hughes,JAX,LB,LB,66.0,67.36,1.3599999999999994,,0.0,67.36,1.3599999999999994,Madden 27 baseline
Segun Olubi,LV,LB,LB,66.0,67.46,1.4599999999999937,,0.0,67.46,1.4599999999999937,Madden 27 baseline
Zaire Barnes,NYG,LB,LB,66.0,67.3,1.2999999999999972,,0.0,67.3,1.2999999999999972,Madden 27 baseline
Kiko Mauigoa,NYJ,LB,LB,66.0,67.84,1.8400000000000034,,0.0,67.84,1.8400000000000034,Madden 27 baseline
Luke Gifford,SF,LB,LB,66.0,67.13,1.1299999999999955,,0.0,67.13,1.1299999999999955,Madden 27 baseline
