player_name,team,position,overall,speed,strength,agility,change_of_direction,injury,awareness,id,firstName,lastName,birthdate,height,weight,overallRating,college,handedness,age,jerseyNum,yearsPro,avatarUrl,archetype,iteration_id,iteration_label,stats_acceleration_value,stats_acceleration_diff,stats_agility_value,stats_agility_diff,stats_jumping_value,stats_jumping_diff,stats_stamina_value,stats_stamina_diff,stats_strength_value,stats_strength_diff,stats_awareness_value,stats_awareness_diff,stats_bCVision_value,stats_bCVision_diff,stats_blockShedding_value,stats_blockShedding_diff,stats_breakSack_value,stats_breakSack_diff,stats_breakTackle_value,stats_breakTackle_diff,stats_carrying_value,stats_carrying_diff,stats_catchInTraffic_value,stats_catchInTraffic_diff,stats_catching_value,stats_catching_diff,stats_changeOfDirection_value,stats_changeOfDirection_diff,stats_deepRouteRunning_value,stats_deepRouteRunning_diff,stats_finesseMoves_value,stats_finesseMoves_diff,stats_hitPower_value,stats_hitPower_diff,stats_impactBlocking_value,stats_impactBlocking_diff,stats_injury_value,stats_injury_diff,stats_jukeMove_value,stats_jukeMove_diff,stats_kickAccuracy_value,stats_kickAccuracy_diff,stats_kickPower_value,stats_kickPower_diff,stats_kickReturn_value,stats_kickReturn_diff,stats_leadBlock_value,stats_leadBlock_diff,stats_manCoverage_value,stats_manCoverage_diff,stats_mediumRouteRunning_value,stats_mediumRouteRunning_diff,stats_overall_value,stats_overall_diff,stats_passBlock_value,stats_passBlock_diff,stats_passBlockFinesse_value,stats_passBlockFinesse_diff,stats_passBlockPower_value,stats_passBlockPower_diff,stats_playAction_value,stats_playAction_diff,stats_playRecognition_value,stats_playRecognition_diff,stats_powerMoves_value,stats_powerMoves_diff,stats_press_value,stats_press_diff,stats_pursuit_value,stats_pursuit_diff,stats_release_value,stats_release_diff,stats_runBlock_value,stats_runBlock_diff,stats_runBlockFinesse_value,stats_runBlockFinesse_diff,stats_runBlockPower_value,stats_runBlockPower_diff,stats_runningStyle_value,stats_runningStyle_diff,stats_shortRouteRunning_value,stats_shortRouteRunning_diff,stats_spectacularCatch_value,stats_spectacularCatch_diff,stats_speed_value,stats_speed_diff,stats_spinMove_value,stats_spinMove_diff,stats_stiffArm_value,stats_stiffArm_diff,stats_tackle_value,stats_tackle_diff,stats_throwAccuracyDeep_value,stats_throwAccuracyDeep_diff,stats_throwAccuracyMid_value,stats_throwAccuracyMid_diff,stats_throwAccuracyShort_value,stats_throwAccuracyShort_diff,stats_throwOnTheRun_value,stats_throwOnTheRun_diff,stats_throwPower_value,stats_throwPower_diff,stats_throwUnderPressure_value,stats_throwUnderPressure_diff,stats_toughness_value,stats_toughness_diff,stats_trucking_value,stats_trucking_diff,stats_zoneCoverage_value,stats_zoneCoverage_diff,playerAbilities,identity_source
Morgan Moses,NE,OL,81,65,89,54,45,93,92,12361,Morgan,Moses,1991-03-03,78,320,81,Virginia,0,34,76,11,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/6531.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,49,0,54,0,66,0,85,0,89,0,92,0,10,0,20,0,12,0,6,0,45,0,15,0,35,0,45,0,5,0,10,0,20,0,87,0,93,0,10,0,25,0,25,0,10,0,77,0,12,0,5,0,81,0,79,0,75,0,84,0,6,0,15,0,10,0,10,0,28,0,15,0,82,0,78,0,86,0,Default Stride Awkward,0,15,0,15,0,65,0,10,0,30,0,30,0,6,0,6,0,6,0,6,0,30,0,15,0,93,0,20,0,15,0,,rosters.csv
Nick Chubb,,,81,88,86,82,80,86,81,13129,Nick,Chubb,1995-12-27,71,227,81,Georgia,1,29,21,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8846.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,88,0,82,0,92,0,93,0,86,0,81,0,89,0,29,0,28,0,83,0,96,0,53,0,68,0,80,0,41,0,12,0,35,0,35,0,86,0,82,0,12,0,17,0,35,0,37,0,12,0,48,0,81,0,67,0,25,0,39,0,15,0,18,0,18,0,13,0,35,0,48,0,37,0,30,0,34,0,Default Stride High and Tight,0,56,0,54,0,88,0,72,0,84,0,29,0,15,0,20,0,25,0,17,0,26,0,15,0,92,0,84,0,16,0,,ea
Patrick Queen,PIT,LB,81,88,73,85,78,92,87,20999,Patrick,Queen,1999-08-13,72,237,81,LSU,1,26,6,5,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/538.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,89,0,85,0,84,0,92,0,73,0,87,0,71,0,74,0,12,0,52,0,73,0,50,0,71,0,78,0,37,0,65,0,91,0,78,0,92,0,72,0,20,0,20,0,15,0,23,0,58,-1,48,0,81,-1,45,0,45,0,45,0,6,0,86,0,57,0,53,0,91,-1,38,0,45,0,45,0,45,0,Default Stride High and Tight,0,55,0,55,0,88,0,60,0,52,0,86,0,6,0,6,0,6,0,6,0,27,0,13,0,90,0,64,0,63,-1,,rosters.csv
Poona Ford,LA,DL,81,71,88,62,53,92,91,13199,Poona,Ford,1995-11-19,71,310,81,Texas,1,29,95,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9333.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,68,0,62,0,73,0,82,0,88,0,91,0,15,0,83,0,12,0,10,0,31,0,15,0,37,0,53,0,3,0,78,0,79,0,84,0,92,0,10,0,12,0,17,0,10,0,37,0,25,0,7,0,81,0,45,0,45,0,45,0,6,0,93,0,66,0,15,0,79,0,15,0,45,0,45,0,45,0,Default Stride Awkward,0,15,0,15,0,71,0,10,0,35,0,85,0,6,0,6,0,6,0,6,0,26,0,18,0,90,0,20,0,30,0,,rosters.csv
Quincy Williams,CLE,LB,81,88,67,77,74,89,83,20728,Quincy,Williams,1996-08-28,71,225,81,Murray State,1,29,56,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/172.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,89,0,77,0,89,0,94,0,67,0,83,0,35,0,68,0,12,0,18,0,44,0,33,0,63,0,74,0,5,0,58,0,89,0,73,0,89,0,38,0,19,0,19,0,10,0,26,0,64,0,6,0,81,0,21,0,43,0,44,0,6,0,82,0,49,0,50,0,91,0,18,0,29,0,44,0,44,0,Default Stride Loose,0,15,0,48,0,88,0,32,0,39,0,89,0,6,0,6,0,6,0,6,0,25,0,13,0,87,0,30,0,76,0,,rosters.csv
Rashod Bateman,BAL,WR,81,92,60,88,86,84,84,21584,Rashod,Bateman,1999-11-29,73,197,81,Minnesota,1,25,7,4,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1236.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,92,0,88,0,89,0,87,0,60,0,84,0,83,0,29,0,22,0,77,0,74,0,83,0,86,0,86,0,83,0,10,0,25,0,46,0,84,0,80,0,20,0,22,0,50,0,23,0,12,0,81,0,81,0,36,0,24,0,21,0,15,0,17,0,10,0,17,0,34,0,83,0,47,0,34,0,30,0,Long Stride Default,0,82,0,85,0,92,0,71,0,60,0,29,0,10,0,10,0,15,0,10,0,28,0,18,0,90,0,48,0,16,0,,rosters.csv
Ricky Pearsall,SF,WR,81,92,61,92,91,90,80,14657,Ricky,Pearsall,2000-09-09,73,191,81,Florida,1,24,1,1,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10206.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,91,0,92,0,94,0,86,0,61,0,80,0,81,0,24,0,30,0,72,0,74,0,89,0,90,0,91,0,77,0,11,0,15,0,42,0,90,0,76,0,22,0,23,0,79,0,25,0,16,0,79,0,81,0,31,0,19,0,21,0,31,0,17,0,11,0,16,0,30,0,73,0,48,0,27,0,20,0,Default,0,80,0,87,0,92,0,70,0,51,0,24,0,39,0,47,0,47,0,40,0,52,0,36,0,85,0,42,0,20,0,,rosters.csv
Tank Dell,HOU,WR,81,92,50,90,93,82,82,22764,Tank,Dell,1999-10-29,70,165,81,Houston,1,25,3,2,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2090.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,94,0,90,0,81,0,93,0,50,0,82,0,86,0,18,0,17,0,72,0,71,0,85,0,86,0,93,0,81,0,10,0,13,0,33,0,82,0,86,0,13,0,19,0,79,0,22,0,10,0,82,0,81,0,27,0,21,0,16,0,6,0,16,0,10,0,15,0,29,0,77,0,51,0,24,0,14,0,Short Stride Default,0,83,0,84,0,92,0,81,0,35,0,21,0,10,0,15,0,20,0,10,0,27,0,17,0,87,0,28,0,10,0,,rosters.csv
Tre'von Moehrig,CAR,DB,81,90,64,82,81,92,85,21490,Tre'von,Moehrig,1999-06-16,74,202,81,TCU,1,26,7,4,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1212.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,90,0,82,0,80,0,92,0,64,0,85,0,64,0,58,0,10,0,51,0,64,0,68,0,75,0,81,0,32,0,44,0,89,0,54,0,92,0,70,0,21,0,21,0,65,0,29,0,67,0,36,0,81,0,35,0,35,0,35,0,6,0,84,0,38,0,72,0,83,0,45,0,35,0,35,0,35,0,Long Stride Loose,0,38,0,69,0,90,0,63,0,55,0,76,0,6,0,6,0,6,0,6,0,22,0,20,0,85,0,42,0,77,0,,rosters.csv
Tyler Allgeier,ARI,RB,81,86,80,83,79,91,83,22315,Tyler,Allgeier,2000-04-15,71,220,81,BYU,1,25,25,3,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1132.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,89,0,83,0,80,0,85,0,80,0,83,0,84,0,34,0,25,0,89,0,97,0,45,0,67,0,79,0,38,0,17,0,43,0,45,0,91,0,80,0,13,0,18,0,68,0,44,0,17,0,47,0,81,0,65,0,30,0,35,0,16,0,26,0,21,0,19,0,44,0,42,0,41,0,34,0,27,0,Default,0,54,0,43,0,86,0,74,0,80,0,40,0,10,0,15,0,20,0,18,0,30,0,17,0,87,0,86,0,25,0,,rosters.csv
Tyler Biadasz,LAC,OL,81,75,85,64,56,88,87,20979,Tyler,Biadasz,1997-11-20,75,316,81,Wisconsin,1,27,63,5,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/94.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,66,0,64,0,72,0,95,0,85,0,87,0,17,0,36,0,12,0,9,0,28,0,13,0,23,0,56,0,5,0,20,0,47,0,82,0,88,0,14,0,43,0,48,0,8,0,85,0,12,0,6,0,81,0,81,0,84,0,78,0,6,0,29,0,24,0,10,0,34,0,15,0,84,0,88,0,79,0,Default Stride Awkward,0,16,0,15,0,75,0,10,0,18,0,37,0,6,0,6,0,6,0,6,0,21,0,11,0,93,0,28,0,14,0,,rosters.csv
Wan'Dale Robinson,TEN,WR,81,91,61,92,90,87,82,22368,Wan'Dale,Robinson,2001-01-05,68,185,81,Kentucky,1,24,17,3,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1924.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,93,0,92,0,83,0,86,0,61,0,82,0,83,0,32,0,24,0,76,0,78,0,82,0,89,0,90,0,81,0,10,0,29,0,43,0,87,0,83,0,17,0,21,0,76,0,24,0,24,0,81,0,81,0,29,0,16,0,12,0,16,0,31,0,10,0,23,0,37,0,68,0,43,0,26,0,21,0,Short Stride Default,0,83,0,80,0,91,0,76,0,51,0,34,0,10,0,14,0,19,0,18,0,27,0,19,0,82,0,52,0,30,0,,rosters.csv
Will Campbell,NE,OL,81,73,87,71,58,90,82,15160,Will,Campbell,2004-01-06,78,319,81,LSU,1,21,66,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10515.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,78,0,71,0,78,0,89,0,87,0,82,0,11,0,22,0,12,0,13,0,30,0,21,0,21,0,58,0,5,0,11,0,34,0,85,0,90,0,10,0,15,0,16,0,10,0,85,0,12,0,5,0,81,0,84,0,86,0,84,0,6,0,30,0,22,0,10,0,22,0,29,0,80,0,83,0,79,0,Long Stride Awkward,0,16,0,21,0,73,0,10,0,18,0,29,0,6,0,6,0,6,0,6,0,11,0,11,0,90,0,28,0,12,0,,rosters.csv
Xavier Woods,,,81,88,71,87,84,94,83,12846,Xavier,Woods,1995-07-26,71,200,81,LA. Tech,1,30,25,8,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8789.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,89,0,87,0,82,0,94,0,71,0,83,0,72,0,60,0,12,0,54,0,71,0,72,0,78,0,84,0,10,0,43,0,86,0,66,0,94,0,78,0,19,0,17,0,70,0,21,0,70,0,14,0,81,0,35,0,35,0,35,0,6,0,81,0,55,0,66,0,83,0,20,0,35,0,35,0,35,0,Short Stride Default,0,24,0,69,0,88,0,67,0,48,0,78,0,6,0,6,0,6,0,6,0,21,0,19,0,86,0,42,0,76,0,,ea
Alec Pierce,IND,WR,80,93,67,79,83,87,84,22085,Alec,Pierce,2000-05-02,75,211,80,Cincinnati,0,25,14,3,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1890.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,94,0,79,0,92,0,83,0,67,0,84,1,75,0,29,0,20,0,70,0,75,0,85,1,87,0,83,0,84,1,10,0,24,0,45,0,87,0,73,0,16,0,19,0,65,0,26,0,23,0,82,0,80,0,35,0,28,0,24,0,15,0,26,0,10,0,20,0,35,0,78,0,44,0,32,0,25,0,Long Stride Default,0,79,0,85,0,93,0,68,0,50,0,29,0,10,0,10,0,15,0,15,0,26,0,19,0,84,0,40,0,27,0,,rosters.csv
Ar'Darius Washington,NYG,DB,80,84,57,81,84,85,85,21493,Ar'Darius,Washington,1999-11-02,68,176,80,TCU,1,25,29,4,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1082.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,87,0,81,0,89,0,86,0,57,0,85,0,67,0,48,0,15,0,50,0,59,0,63,0,71,0,84,0,15,0,30,0,74,0,52,0,85,0,73,0,11,0,10,0,40,0,10,0,79,0,25,0,80,0,35,0,35,0,35,0,15,0,86,0,25,0,62,0,82,0,12,0,35,0,35,0,35,0,Short Stride Loose,0,30,0,71,0,84,0,68,0,33,0,68,0,15,0,20,0,24,0,21,0,27,0,10,0,85,0,30,0,82,0,,rosters.csv
Armand Membou,NYJ,OL,80,74,89,72,61,91,79,15159,Armand,Membou,2004-03-27,76,332,80,Missouri,1,21,70,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10660.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,76,0,72,0,82,0,89,0,89,0,79,0,10,0,39,0,24,0,6,0,41,0,14,0,25,0,61,0,5,0,17,0,33,0,93,0,91,0,10,0,15,0,18,0,10,0,85,0,12,0,5,0,80,0,82,0,84,0,82,0,6,0,30,0,29,0,11,0,24,0,5,0,81,0,83,0,82,0,Long Stride Awkward,0,21,0,21,0,74,0,11,0,31,0,28,0,6,0,6,0,6,0,6,0,47,0,11,0,90,0,30,0,14,0,,rosters.csv
Azeez Al-Shaair,HOU,LB,80,86,77,78,72,85,84,20688,Azeez,Al-Shaair,1997-08-04,74,228,80,FAU,1,28,0,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9361.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,87,0,78,0,80,0,88,0,77,0,84,0,33,0,75,0,13,0,22,0,46,0,48,0,61,0,72,0,9,0,53,0,86,0,82,0,85,0,31,0,20,0,16,0,10,0,17,0,65,0,12,0,80,0,45,0,45,0,45,0,6,0,83,0,58,0,47,0,87,0,18,0,45,0,45,0,45,0,Default Stride Loose,0,17,0,45,0,86,0,33,0,40,0,89,0,6,0,6,0,6,0,6,0,27,0,11,0,87,0,37,0,65,0,,rosters.csv
Bo Nix,DEN,QB,80,88,60,76,73,95,80,14609,Bo,Nix,2000-02-25,74,217,80,Oregon,1,25,10,1,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10195.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,90,0,76,0,74,0,90,0,60,0,80,2,77,0,12,0,74,0,55,0,67,0,59,0,67,0,73,0,10,0,10,0,12,0,14,0,95,0,64,0,42,0,50,0,10,0,10,0,12,0,19,0,80,1,13,0,13,0,13,0,79,0,10,0,10,0,10,0,27,0,21,0,16,0,14,0,14,0,Long Stride Default,0,41,0,62,0,88,0,42,0,37,0,21,0,87,1,82,0,89,0,83,0,93,0,82,1,96,0,32,0,13,0,,rosters.csv
Bradley Pinion,MIA,P,80,71,53,57,48,92,70,2604,Bradley,Pinion,1994-06-01,77,229,80,Clemson,1,31,13,10,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/7281.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,64,0,57,0,70,0,85,0,53,0,70,0,15,0,19,0,16,0,9,0,40,0,15,0,39,0,48,0,15,0,10,0,15,0,22,0,92,0,10,0,86,0,91,0,10,0,16,0,15,0,15,0,80,0,25,0,13,0,15,0,25,0,20,0,10,0,10,0,35,0,15,0,29,0,16,0,16,0,Default Stride Awkward,0,15,0,15,0,71,0,10,0,10,0,29,0,32,0,42,0,51,0,24,0,52,0,30,0,55,0,15,0,15,0,,rosters.csv
Bryan Cook,CIN,DB,80,90,67,79,82,91,81,22234,Bryan,Cook,1999-09-07,73,206,80,Cincinnati,1,25,6,3,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1303.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,91,0,79,0,83,0,87,0,67,0,81,0,58,0,56,0,20,0,51,0,61,0,51,0,70,0,82,0,28,0,36,0,84,0,65,0,91,0,64,0,17,0,19,0,35,0,25,0,68,0,31,0,80,0,35,0,35,0,35,0,6,0,81,0,32,0,57,0,82,0,35,0,35,0,35,0,35,0,Default Stride Loose,0,35,0,59,0,90,0,55,0,44,0,79,0,6,0,6,0,6,0,6,0,24,0,10,0,89,0,45,0,77,0,,rosters.csv
Chase McLaughlin,TB,K,80,73,39,64,50,81,66,20873,Chase,McLaughlin,1996-04-09,72,190,80,Illinois,1,29,4,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/455.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,77,0,64,0,50,0,84,0,39,0,66,0,20,0,15,0,15,0,15,0,45,0,10,0,40,0,50,0,10,0,10,0,12,0,15,0,81,0,15,0,85,0,98,0,10,0,15,0,15,0,10,0,80,0,10,0,14,0,16,0,20,0,15,0,10,0,10,0,20,0,12,0,15,0,16,0,16,0,Short Stride Awkward,0,10,0,12,0,73,0,15,0,15,0,20,0,20,0,25,0,33,0,20,0,41,0,23,0,75,0,15,0,20,0,,rosters.csv
Chase Brown,CIN,RB,80,93,69,86,88,88,80,22740,Chase,Brown,2000-03-21,70,210,80,Illinois,1,25,30,2,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1827.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,95,0,86,0,91,0,87,0,69,0,80,2,83,0,29,0,27,0,81,0,86,0,48,0,68,0,88,0,50,0,10,0,28,0,40,0,88,0,86,0,13,0,15,0,70,0,40,0,10,0,57,0,80,0,53,2,35,0,42,0,25,0,14,0,10,0,17,0,36,0,44,0,49,0,32,0,37,0,Short Stride Loose,0,64,0,51,0,93,0,78,0,65,0,27,0,28,0,35,0,40,0,39,0,45,0,35,0,83,0,76,0,17,0,,rosters.csv
Chase Young,NO,LB,80,83,86,84,71,83,76,20985,Chase,Young,1999-01-01,77,264,80,Ohio State,1,26,99,5,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/687.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,87,0,84,0,84,0,79,0,86,0,76,2,36,0,79,0,27,0,23,0,43,0,25,0,33,0,71,0,5,0,83,1,82,0,88,0,83,0,38,0,22,0,14,0,10,0,17,0,34,0,10,0,80,1,45,0,45,0,45,0,15,0,74,2,74,1,27,0,83,0,17,0,45,0,45,0,45,0,Long Stride Bread Loaf,0,14,0,24,0,83,0,36,0,39,0,83,0,20,0,25,0,28,0,33,0,32,0,23,0,89,0,34,0,47,0,,rosters.csv
Christian Barmore,NE,DL,80,74,89,64,56,91,86,21765,Christian,Barmore,1999-07-28,77,305,80,Alabama,1,26,90,4,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/780.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,75,0,64,0,81,0,78,0,89,0,86,0,25,0,78,0,12,0,20,0,41,0,23,0,37,0,56,0,9,0,85,0,82,0,89,0,91,0,24,0,12,0,11,0,10,0,31,0,17,0,12,0,80,0,45,0,45,0,45,0,6,0,85,0,81,0,13,0,84,0,16,0,45,0,45,0,45,0,Long Stride Loose,0,15,0,25,0,74,0,23,0,30,0,84,0,6,0,6,0,6,0,6,0,24,0,16,0,89,0,32,0,25,0,,rosters.csv
Corey Bojorquez,CLE,P,80,70,41,63,52,87,67,13684,Corey,Bojorquez,1995-09-13,72,217,80,New Mexico,0,29,13,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9325.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,74,0,63,0,44,0,86,0,41,0,67,0,15,0,24,0,16,0,10,0,33,0,10,0,24,0,52,0,10,0,10,0,15,0,18,0,87,0,10,0,87,0,95,0,10,0,14,0,12,0,12,0,80,0,17,0,17,0,19,0,14,0,13,0,10,0,10,0,25,0,12,0,19,0,18,0,18,0,Default,0,14,0,12,0,70,0,10,0,15,0,28,0,20,0,25,0,30,0,19,0,34,0,20,0,61,0,17,0,17,0,,rosters.csv
Dalton Schultz,HOU,TE,80,82,76,79,73,93,80,13435,Dalton,Schultz,1996-07-11,77,244,80,Stanford,1,29,86,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9050.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,84,0,79,0,79,0,93,0,76,0,80,0,76,0,31,0,12,0,63,0,72,0,84,0,87,0,73,0,66,0,10,0,27,0,72,0,93,0,72,0,14,0,16,0,38,0,59,0,12,0,69,0,80,0,60,0,60,0,56,0,5,0,16,0,10,0,12,0,34,0,73,0,65,0,65,0,62,0,Long Stride High and Tight,0,75,0,83,0,82,0,59,0,66,0,29,0,5,0,10,0,15,0,10,0,24,0,10,0,86,0,68,0,15,0,,rosters.csv
Devin Bush,CHI,LB,80,87,74,84,80,87,86,20583,Devin,Bush,1998-07-18,71,234,80,Michigan,1,27,30,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9408.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,91,0,84,0,92,0,85,0,74,0,86,0,36,0,71,0,12,0,19,0,56,0,55,0,63,0,80,0,5,0,62,0,88,0,73,0,87,0,41,0,13,0,12,0,10,0,22,0,65,0,5,0,80,0,45,0,45,0,45,0,6,0,84,0,55,0,51,0,87,0,14,0,45,0,45,0,45,0,Default Stride Loose,0,13,0,57,0,87,0,34,0,36,0,88,0,6,0,6,0,6,0,6,0,14,0,10,0,86,0,33,0,68,0,,rosters.csv
Divine Deablo,ATL,LB,80,88,69,83,74,86,84,21667,Divine,Deablo,1998-08-17,75,226,80,Virginia Tech,1,27,0,4,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1329.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,86,0,83,0,82,0,85,0,69,0,84,0,66,0,67,0,21,0,56,0,62,0,65,0,73,0,74,0,45,0,48,0,89,0,68,0,86,0,70,0,11,0,14,0,54,0,36,0,68,0,48,0,80,0,35,0,35,0,35,0,6,0,82,0,45,0,73,0,86,0,56,0,35,0,35,0,35,0,Long Stride Default,0,52,0,69,0,88,0,63,0,53,0,87,0,6,0,6,0,6,0,6,0,23,0,18,0,91,0,48,0,74,0,,rosters.csv
Emeka Egbuka,TB,WR,80,90,60,85,88,88,81,15054,Emeka,Egbuka,2002-10-14,73,205,80,Ohio State,1,22,2,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10542.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,95,0,85,0,90,0,92,0,60,0,81,0,81,0,39,0,26,0,75,0,76,0,82,0,85,0,88,0,83,0,34,0,40,0,37,0,88,0,80,0,21,0,27,0,75,0,23,0,20,0,85,0,80,0,22,0,13,0,19,0,27,0,33,0,29,0,24,0,38,0,79,0,45,0,26,0,28,0,Default,0,86,0,86,0,90,0,74,0,53,0,30,0,18,0,22,0,26,0,22,0,71,0,24,0,88,0,43,0,23,0,,rosters.csv
Ernest Jones IV,SEA,LB,80,86,74,72,73,89,80,21921,Ernest,Jones IV,1999-11-22,74,230,80,South Carolina,1,25,13,4,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1595.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,87,0,72,0,91,0,88,0,74,0,80,0,47,0,78,0,12,0,35,0,62,0,47,0,66,0,73,0,27,0,45,0,87,0,91,0,89,0,60,0,13,0,16,0,10,0,36,0,60,0,32,0,80,0,46,0,46,0,46,0,6,0,81,0,65,0,44,0,89,0,38,0,49,0,49,0,47,0,Default Stride Loose,0,38,0,53,0,86,0,39,0,46,0,91,0,6,0,6,0,6,0,6,0,22,0,15,0,86,0,46,0,64,0,,rosters.csv
Evan Engram,DEN,TE,80,84,66,87,79,88,77,12589,Evan,Engram,1994-09-02,75,240,80,Ole Miss,1,30,1,8,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/8545.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,87,0,87,0,89,0,90,0,66,0,77,1,85,0,32,0,14,0,76,0,74,0,80,0,87,0,79,0,67,0,28,0,28,0,69,0,88,0,79,0,16,0,22,0,59,0,50,0,24,0,68,0,80,0,62,0,55,0,61,0,18,0,26,0,20,0,22,0,37,0,73,0,62,0,59,0,62,0,Long Stride Loose,0,73,0,86,0,84,0,68,0,73,0,42,0,14,0,18,0,23,0,27,0,28,0,11,0,76,0,75,0,31,0,,rosters.csv
Frankie Luvu,WAS,LB,80,85,83,81,72,89,87,13628,Frankie,Luvu,1996-09-19,75,235,80,Wash. St.,1,28,4,7,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9340.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,86,0,81,0,73,0,95,0,83,0,87,0,45,0,77,0,12,0,25,0,48,0,22,0,55,0,72,0,5,0,77,0,86,0,85,0,89,0,52,0,12,0,16,0,10,0,13,0,56,0,5,0,80,0,45,0,45,0,45,0,6,0,88,0,68,0,55,0,87,0,20,0,45,0,45,0,45,0,Default Stride Loose,0,15,0,49,0,85,0,39,0,33,0,81,0,6,0,6,0,6,0,6,0,34,0,15,0,85,0,55,0,65,0,,rosters.csv
